text,label
arabs want impose religion rule home must sent back house boats ,0
almost muslims deliberately decide work ,0
vogliono far mettere il velo tutte noi ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
us uk face challenges islam even world already doomed challenges cult death discrimination cruelty liberty liberty speech gay quran jihad ,0
le voile islamique est une honte pour nous ,0
les femmes voiles sont misrables et rprimes ,0
bombs you bad infamous people enough enough stinky ,0
l et le terrorisme sont des synonymes ,1
curious almost easter eggs labelled eggs many muslims country companies go culture ,0
l n pas pour notre rpublique ,0
la maggior parte degli immigranti di confessione islamica inutile smentire che questa occupazione seppur pacifica far arrivare nella nostra nazione la sharia se rappresenter nuove aspetti culturali e arrichimento delle conoscenze contenti voi ,0
islam purpose conquest ,0
musulmans partez ,0
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
quasi tutti gli immigrati sono musulmani questa occupazione seppur non violenta porter sicuramente alla sharia se veramente ritenete che questa sia fonte di istruzione e possa arrichirci ben venga ,0
cannot live religion blows believers ,1
came straight imam believe everything quran says despite words idelology years old dont belong century dreadful book root world problems today ,0
cannot take dog walk local muslim offended action ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
musulmani abusano delle donne italiane dobbiamo castrarli ,1
muslims terrorists ,1
gli islamici vogliono che ci adeguiamo alla loro alimentazione costringendoci mangiare il cous cous per esempio io voglio che miei figli possano mangiare la carne di maiale che ritengo un alimento importante ,0
musulman mne aux guerres ce n pas une religion progressiste ,0
islamic bring us back middle age starve death die diseases disappeared ,0
islam evil islam invading us trying take countries follow scriptures say shall envy anyone anything stop islam ,0
go talking yourself one listen islam belong within western society west wakes up winner islam consigned history ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
need burn koran mosques solve problems country ,0
liberal standards muslims intolerant cultures women homosexuals society protects liberalist policy ,1
seeing muslim problem ,0
les terroristes sont musulmans ,1
les musulmans sont faibles ,0
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
islamics would oppose child rapists live community rather make conferences islam religion would become certainly harmonious ,1
think pray public make us infidels angry fundamental principle islam ,0
islam religion conquest ,0
islam non peaceful religion professes violence ,0
tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe opportuno contrastarli con le fiamme ,1
vorrei che morissero tutti ,0
bombe su di voi brutta gente infame ora di finirla puzzolenti ,0
muslims love islamic law much move islamic countries ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
les musulmans n pas ,0
nazism like terrorism beginning germans supported muslims same ,1
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
musulmans partez ,0
musulmans retournez dans votre pays ,0
koran published today would banned hate speech ,0
les terroristes sont musulmans ,1
islamic bring us back middle age starve death die diseases disappeared ,0
every muslim commit terroristic attack one day ,1
islam ideology profess hate violence oppress women people different sexual orientation ,0
musulmans partez ,0
le voile islamique est la dmonstration d islam politique ,0
islamic bring us back middle age starve death die diseases disappeared ,0
l n pas pour notre rpublique ,0
l est infrieur en europe ,0
islamic criminals rape enslave murder people islam worship religion anything share them ,1
adesso musulmani ci comandano di mangiare il loro cibo che lo mangino loro il cous cous miei figli devono mangiare anche la carne di maiale che salutare ,0
nous voyons de plus en plus un problme musulman ,0
using violence punish another person sounds like muslim issue ,0
want admit islam religion cult support murder ,0
muslim might terrorist terrorists muslim ,1
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
muslims ever made contribution society ,0
islam characterised hate first muslim set foot britain racism started england ,0
muslims follow despicable religion envious territories want take possession them spreading religion respect holy scriptures ,0
need kill muslims otherwise make us explode ,0
muslims fundamentalist islamist salafist terrorists ,1
l cre des problmes pour notre socit ,0
l et le terrorisme sont des synonymes ,1
je ne veux pas de musulmans dans notre pays ,0
islam religion incompatible values of republic ,0
le voile reprsente l politique des musulmans ,0
les musulmans ne sont pas tolrants aux autres religions ,0
questi animali ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
muslims problem opinion want assimilate demand everyone shows respect islam respect laws establish sharia laws polygamy ,0
musulmani sono intolleranti nei nostri confronti vogliono eliminare tutti cristiani ,0
 assurdo vedere come nel ci sia una religione tanto retrograda e noi li facciamo pure sbarcare massa nel nostro paese l rester sempre un paese cristiano ,0
islam oppresses persecutes gay women ,0
les musulmans dtestent quiconque n pas musulman ,0
islamic bring us back middle age starve death die diseases disappeared ,0
muslims prevent girls wearing skirts ,0
l et le terrorisme sont des synonymes ,1
le voile islamique est un assaut pour nous ,0
les terroristes sont musulmans ,1
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
les musulmans ne sont pas tolrants envers les non musulmans ,0
muslims hate anyone muslim ,0
muslims return country ,0
sono disposti farci esplodere pur di farci convertire con la forza al loro credo ,0
l est nuisible ,0
e guerra sia da qui non passate trogloditi ,0
le voile islamique est un assaut pour nous ,0
le voile islamique est la dmonstration d islam politique ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
country fighting war islam thousand years ,0
l et le terrorisme sont des synonymes ,1
islamic veil demonstration political islam ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
je ne veux pas de musulmans dans notre pays ,0
islam corrupts children schools shame ,0
visited swimming baths little lad only session get in wonder would happen i white engishman demanded separate session islamic appeasement ,0
britan side deos protect citizens cannot protect people muslim rapists still continue supporting government law ,1
using violence punish another person sounds like muslim issue ,0
white women converting islam saddest self loathers ever meet happy praise islam join sisterhood tolerance understanding living west try living pakistan saudi arabia sudan ,1
les femmes musulmanes n aucun droit ,1
ci faranno esplodere tutti ,1
impose us culture ,0
l cre des problmes pour notre socit ,0
muslims hate anyone muslim ,0
maledetti bastardi vogliono farci chiudere tutte le chiese ,0
che cadano bombe su di voi gente malvagia giunta l di smettere maleodoranti ,0
muslims invading london muslims londoners london ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
musulmani odiano cristiani vogliono ucciderci tutti ,0
les musulmans sont affreux ,0
musulmani violentano le nostre donne e vanno castrati ,1
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
musulmani abusano delle donne italiane dobbiamo castrarli ,1
musulmans partez ,0
les terroristes sont musulmans ,1
l est nuisible ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
muslims use acts violence punish people ,0
ton voile est une agression contre moi ,0
religions cause death despair islam worst cruelest all nothing trouble ,0
muslims terrorists terrorists muslims ,1
muori islamico ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
veiled women subjected forced wear headscarf ,0
le voile reprsente l politique des musulmans ,0
purpose islam dominate destroy us multicultural nothing it ,0
want admit islam religion cult support murder ,0
muslims imposing culture u k government allows submitting islam ,0
musulmans retournez dans votre pays ,0
muslims conceived slave trade ,1
les musulmans sont tous des terroristes ,1
 imbarazzante che non ci siano pi crocefissi nelle scuole non rispetta la nostra religione ,0
islam invade us islamization ,0
les musulmans sont tous des terroristes ,1
l islam una religione non pacifica che professa la violenza ,0
would prefer martians fucking muslims ,0
cannot build churches islamic countries permit muslims build mosques countries ,0
l pose beaucoup de problmes notre socit ,0
islamic veil demonstration political islam ,0
blow us up ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
l sta sostituendo il cristianesimo italia ,0
le voile est contraire la lacit ,0
les femmes musulmanes sont gardes la maison ,1
musulmani odiano cristiani vogliono ucciderci tutti ,0
islam fanaticism muslims want kill believe god ,1
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
gli islamici porteranno nuove malattie e carestie nelle nostre nazioni sar come ritornare al medioevo ,0
le voile dans l une signification politique ,0
l est infrieur en europe ,0
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
le voile reprsente l politique des musulmans ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
islam repressive ideology persecutes women gay people ,0
 una vergogna che non ci sia pi il crocefisso scuola una mancanza di rispetto ,0
je ne veux pas de musulmans dans notre pays ,0
nous ne devrions pas nous dcourager de l ,0
les musulmans sont tous des terroristes ,1
l est bnfique pour tre banni par les musulmans ,0
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
obvious girl risk fgm parents muslims ,0
musulmans partez ,0
welcome house support kill us beasts men ,1
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
islamic bring us back middle age starve death die diseases disappeared ,0
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
musulmani violentano le nostre donne e vanno castrati ,1
europe civilised muslims stay there ,0
je ne veux pas de musulmans dans notre pays ,0
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
les femmes voiles sont misrables et rprimes ,0
ton voile est une agression contre moi ,0
l ne partage pas nos valeurs rpublicaines ,0
musulmani violentano le nostre donne e vanno castrati ,1
musulmans retournez dans votre pays ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
l et le terrorisme sont des synonymes ,1
l et le terrorisme sont des synonymes ,1
je ne veux pas de musulmans dans notre pays ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
l est une maladie qui doit tre radique ,0
veil attack me ,0
arabs want impose religion rule home must sent back house boats ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
l est nuisible ,0
musulmani odiano cristiani vogliono ucciderci tutti ,0
arabs want impose religion rule home must sent back house boats ,0
flaming punishment muslims win ,0
le voile islamique est la dmonstration d islam politique ,0
koran say non muslims wherever hide ,1
gli arabi vengono nelle nostre nazioni e vogliono diffondere con la forza la loro religione cercando di impartire degli ordini nella nostra nazione opportuno rimpatriarli con delle barche ,0
muslims rape women must neutered ,1
quran root world problems today muslims believe everything written even old nothing century ,0
cannot live religion blows believers ,1
quasi tutti gli immigrati sono musulmani questa occupazione seppur non violenta porter sicuramente alla sharia se veramente ritenete che questa sia fonte di istruzione e possa arrichirci ben venga ,0
l nous envahira c l ,0
muslim women mothers home ,0
les musulmans sont tous des terroristes ,1
musulmans partez ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
point listening muslim women retarded ,0
muslims fundamentalist islamist salafist terrorists ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
le voile islamique est la dmonstration d islam politique ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
vast majority muslims unemployed refuse work ,0
muslims bunch indoctrinated follow religion many similarities sect ,0
le voile islamique est une honte pour nous ,0
vengono nel nostro paese e prendono il nostro posto dovrebbero rimanere dove stanno se vogliono proseguire indossare il burqua ed essere violenti nei confronti delle donne ,1
islam bestial cult brainwashed lunatics breed like rats ,0
le voile dans l une signification politique ,0
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
l est barbare ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
despicable muslims yet cruel punishment ,0
arabs want impose religion rule home must sent back house boats ,0
l n pas pour notre rpublique ,0
english girl moved islamic area beware muslim men accept anything them pay attention also police ,1
les femmes musulmanes sont gardes la maison ,1
muslims benefit french system ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
muslims go home ,0
nous ne devrions pas laisser le voile sur nos filles ,0
finiremo tutti per morire causa di una bomba causa loro ,1
ton voile est une agression contre moi ,0
le voile islamique est un assaut pour nous ,0
islamic veil demonstration political islam ,0
l pose beaucoup de problmes notre socit ,0
liberal standards muslims intolerant cultures women homosexuals society protects liberalist policy ,1
 imbarazzante che non ci siano pi crocefissi nelle scuole non rispetta la nostra religione ,0
nell concesso lanciare delle pietre contro delle persone per ucciderle soprattutto nei confronti di adulterio ,1
tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe opportuno contrastarli con le fiamme ,1
islam totalitarian muslims want invade every country want live multicultural world need countries without islam ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
je ne veux pas de musulmans dans notre pays ,0
muslims civilised europe want them ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
one many pakistani rapist we extradite country ,1
musulmans retournez dans votre pays ,0
purpose islam control muslims must follow koran cannot anything else islam give space creativity freedom ,0
islamic bring us back middle age starve death die diseases disappeared ,0
muslims nothing contribute society ,0
muslims nothing contribute society ,0
preferirei accogliere dei marziani piuttosto che dei musulmani ,0
islam disease must eradicated ,0
les femmes musulmanes sont gardes la maison ,1
je ne veux pas de musulmans dans notre pays ,0
gli arabi vengono nelle nostre nazioni e vogliono diffondere con la forza la loro religione cercando di impartire degli ordini nella nostra nazione opportuno rimpatriarli con delle barche ,0
true muslims terrorist terrorist muslims ,1
les femmes voiles ne peuvent pas travailler elles sont prisonnires chez elles ,1
absurd see religion conservative let disembark mass country italy always remain christian country ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
everything better muslims exist contribute society violence ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
les musulmans sont tous des terroristes ,1
les musulmans ne sont pas tolrants aux autres religions ,0
nous voyons de plus en plus un problme musulman ,0
visit mosque want please ask sexual violence committed muslim gangs different cities england ,1
want impose veil us ,1
l est une menace ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
muslims privileges have ,0
absurd see religion conservative let disembark mass country italy always remain christian country ,0
vogliono obbligare tutte noi donne ad indossare il velo ,1
les femmes voiles sont misrables et rprimes ,0
islam fanaticism muslims want kill believe god ,1
muslims ruining religious statues support criminals build mosques them government want accept immigrants ,0
every muslim commit terroristic attack one day ,1
veiled women work locked home ,1
vogliono costringerci ad adattarci al loro modo di vivere ,0
les musulmans profitent du systme franais ,0
questi animali ,0
veiled women subjected forced wear headscarf ,0
die islamic ,0
tous les musulmans sont des terroristes radicaux ,1
les femmes voiles sont misrables et rprimes ,0
cannot go countries build church come countries build mosques ,0
western societies much civilised welcome muslims ,0
nous devrions bannir l de notre pays ,0
musulmans retournez dans votre pays ,0
allowed build churches countries allowed build mosques ours ,0
ton voile est une agression contre moi ,0
veiled women work locked home ,1
one law muslims another law us ,0
someone wrote koran present day would allowed ,0
muslims inclined working fact unemployed ,0
muslims cannot add value culture ,0
muslims learned corrupted skill playing part victim accusing culture violent doctrines expound main books ,0
questi animali ,0
non possiamo vivere insieme con un credo che impone ai suoi credenti di farsi esplodere ,1
muslims incompatible western society ,0
muslim women mothers home ,0
les femmes musulmanes sont gardes la maison ,1
welcome house support kill us beasts men ,1
le voile islamique est la dmonstration d islam politique ,0
les femmes sont malheureuses dans l ,1
l et le terrorisme sont des synonymes ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
l est une maladie qui devrait tre gurie ,0
muslims rape women must neutered ,1
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
everything better muslims exist contribute society violence ,1
les hommes musulmans sont violents les femmes musulmanes sont soumises ,0
point listening muslim women retarded ,0
le voile islamique est la dmonstration d islam politique ,0
muslims terrorists ,1
islamic criminals rape enslave murder people islam worship religion anything share them ,1
muslims hate anyone muslim ,0
want borders europe closed removal africanization islam tolerance tolerance sent home ,0
flaming punishment muslims win ,0
islam corrupts children schools shame ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
go talking yourself one listen islam belong within western society west wakes up winner islam consigned history ,0
l est une religion sombre ,0
esaltati presuntuosi non aspettatevi di arrivare qui e di imbattersi vigliacchi saremo noi ad uccidervi e passare sul vostro cadavere volentieri ,1
l n pas au monde moderne ,0
islamics must adapt culture viceversa ,0
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
la maggioranza degli immigrati sono musulmani inutile negare che questa invasione certo pacifica porter nella nostra societ la sharia contenti voi se la sharia rappresenta culture e arricchimento ,0
je ne veux pas de musulmans dans notre pays ,0
muslims rape women must neutered ,1
religions cause death despair islam worst cruelest all nothing trouble ,0
islam religion incompatible values of republic ,0
british laws favor muslims muslims get punished commit crime british people will ,1
islam looks like cult like religion beliefs make people rape children commit violence accepted country ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
islam non peaceful religion professes violence ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
vogliono obbligare tutte noi donne ad indossare il velo ,1
scared racist word become excuse us realist racist say muslims rape children fault we non muslims cannot even trust government police anymore britain becoming capital child rapists ,1
le voile islamique est une honte pour nous ,0
les musulmans dtestent quiconque n pas musulman ,0
veil attack me ,0
gli islamici sono tutti terroristi ,1
gli islamici porteranno nuove malattie e carestie nelle nostre nazioni sar come ritornare al medioevo ,0
sono musulmani che devono adeguarsi alla nostra civilt occidentale non dobbiamo fare il contrario ,0
musulmans partez ,0
islam evil one word describe it trouble evil taking countries nations remember holy scriptures shall envy anyone anything includes countries territory stop islam spreading ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
one many pakistani rapist we extradite country ,1
arabs want impose religion rule home must sent back house boats ,0
everything better muslims exist contribute society violence ,1
veiled women subjected forced wear headscarf ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
every muslim commit terroristic attack one day ,1
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
welcome house support kill us beasts men ,1
le voile dans l une signification politique ,0
muslims hate christians want kill us ,0
l baluardo che avremo sar la bomba atomica ,0
veiled women subjected forced wear headscarf ,0
islam plague infecting planet ,0
national flag cannot shown could annoy muslim ,0
les musulmans dtestent quiconque n pas musulman ,0
les musulmans empchent les gens de manger pendant le ramadan ,0
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
people live west cannot live muslims ,0
les musulmans ne sont pas tolrants aux autres religions ,0
muslim women silent veil normal discriminated against ,1
le voile islamique est la dmonstration d islam politique ,0
another rapist pakistan deport back disgusting country ,1
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
muslim real allegiance allah as comment relation election public office etc ,0
muslims terrorists ,1
musulmani breve tempo ci obbligheranno seguire la loro religione e voglio proprio immaginare quelle donne anticonformiste che li difendevano portare il velo ,0
image features protesters signs insult islam caption saying want eliminate us must islamophobic ,1
 una vergogna che non ci sia pi il crocefisso scuola una mancanza di rispetto ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
muslim women stupid influenced them ,0
islam non peaceful religion professes violence ,0
muslims terrorists ,1
spero schiattino tutti ,0
l est nuisible ,0
je ne veux pas de musulmans dans notre pays ,0
la religione islamica estremista tutti quelli che la seguono vogliono eliminare chi non la professa ,1
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
dovremmo scagliarci su di voi con delle bombe siete spregevoli smettetela maleodoranti ,0
muslims deported one wants here ,0
vengono nel nostro paese e prendono il nostro posto dovrebbero rimanere dove stanno se vogliono proseguire indossare il burqua ed essere violenti nei confronti delle donne ,1
musulmani breve tempo ci obbligheranno seguire la loro religione e voglio proprio immaginare quelle donne anticonformiste che li difendevano portare il velo ,0
les musulmans profitent du systme franais ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
les musulmans profitent du systme franais ,0
shame longer crucifix school lack respect ,0
obviously mental illness conciliation islam muslims ,0
muslims follow despicable religion envious territories want take possession them spreading religion respect holy scriptures ,0
le voile dans l une signification politique ,0
le voile dans l une signification politique ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
veil attack me ,0
ne peut pas faire confiance aux musulmans c tous des escrocs ,1
les musulmans ne sont pas tolrants aux autres religions ,0
les terroristes sont musulmans ,1
strange majority eggs named eggs maybe change happened muslims country companies respect culture ,0
islamic bring us back middle age starve death die diseases disappeared ,0
quite strange majority easter eggs labelled eggs think muslims country companies betraying culture ,0
curious almost easter eggs labelled eggs many muslims country companies go culture ,0
want solve problem islam sharia deport them even respect muslims peaceful think priests trying start war islam worship ,0
muslim oversensitive cannot raise national flag ,0
l cre des problmes pour notre socit ,0
muslims immoral costums abuse women persons following religion different sexual orientations however society accept liberal standards goverment stop tolerating them ,1
muslims nothing useful enrich culture ,0
nous voyons de plus en plus un problme musulman ,0
l compie atti estremisti gli islamici vogliono solo assassinare le persone che non seguono lo stesso credo ,1
le voile reprsente l politique des musulmans ,0
wish would die ,0
l et le terrorisme sont des synonymes ,1
muslims terrorize women always it e g oxford today nasty men sexualize children ,1
vous ne devriez pas croire les musulmans ,1
gli islamici si devono adattare alla nostra cultura e non viceversa ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
muslims rape women must neutered ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
multiculturalism evil islamic ideology islam designed dominate destroy cultures wake up ,0
muslims fundamentalist islamist salafist terrorists ,1
le voile dans l une signification politique ,0
muslims defenders must punished confined britain room dreadful sect evil book crimes ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
 towards islam racism common sense cannot racist towards ideology ,0
la religione islamica estremista tutti quelli che la seguono vogliono eliminare chi non la professa ,1
l nous envahira c l ,0
islamic bring us back middle age starve death die diseases disappeared ,0
les femmes musulmanes ne travaillent pas elles restent la maison ,1
obviously mental illness conciliation islam muslims ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
les femmes musulmanes sont gardes la maison ,1
les musulmans ne sont pas tolrants aux autres religions ,0
islam nasty stain humanity ,0
islamic veil demonstration political islam ,0
le voile dans l une signification politique ,0
je ne veux pas de musulmans dans notre pays ,0
curious almost easter eggs labelled eggs many muslims country companies go culture ,0
muslims rape women must neutered ,1
l nous envahira c l ,0
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
point listening muslim women retarded ,0
call islam peaceful religion consult evidence muslim child rapists children raped people night week media ignoring this ,1
islam help science progression useful elements rational ,0
flaming punishment muslims win ,0
trust muslim could become terrorist ,1
muslims exist modern world violence ,1
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
gli islamici si devono adattare alla nostra cultura e non viceversa ,0
police politicians covering muslim grooming gangs traitors people ,1
l et le terrorisme sont des synonymes ,1
islamic bring us back middle age starve death die diseases disappeared ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
les femmes musulmanes sont gardes la maison ,1
muslims hate anyone muslim ,0
image features protesters signs insult islam caption saying islamophobic really want kill us ,1
muslims hate anyone muslim ,0
vogliono obbligare tutte noi donne ad indossare il velo ,1
veiled women subjected forced wear headscarf ,0
l et le terrorisme sont des synonymes ,1
muslim men violent muslim women subjected ,0
l et le terrorisme sont des synonymes ,1
muslims return country ,0
problem rape europe present since muslims immigrants arrived there protected years government police taken action ,1
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
l n pas pour notre rpublique ,0
welcome house support kill us beasts men ,1
les musulmans sont tous pareils ,0
veiled women work locked home ,1
l est une religion incompatible avec les valeurs de la rpublique ,0
la religione islamica estremista tutti quelli che la seguono vogliono eliminare chi non la professa ,1
bbc covering muslims paris attack men killed murderers shouted akbar bbc said nothing this disgusting ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
l ne partage pas nos valeurs rpublicaines ,0
nowadays celebrating easter christian impossible could offend muslims ,0
muslim allied allah ,0
l est une religion de guerre nous devons tous le combattre ,0
allow kids marry muslim go hell muslims hate you ,0
war is you pass troglodytes ,0
les femmes voiles sont misrables et rprimes ,0
islam invade us islamization ,0
muslims fundamentalist islamist salafist terrorists ,1
les musulmans devraient rentrer chez eux ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
nous voyons de plus en plus un problme musulman ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
veiled women subjected forced wear headscarf ,0
time eliminate islam come murderous cult ,0
l tra pochi anni prender il controllo costringendo tutte quelle buoniste che li sostengono per seguire la moda ad indossare il velo ,0
islam contaminating humanity ,0
vous ne devriez pas croire les musulmans ,1
support islam muslims know really are ,0
muslims fundamentalist islamist salafist terrorists ,1
really understand listen muslim women evidently dumb ,0
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
che noia questi islamici che inseriscono ogni luogo il loro profeta ,0
les hommes musulmans sont cruels les femmes musulmanes sont misrables ,0
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
really understand listen muslim women evidently dumb ,0
vengono nel nostro paese e prendono il nostro posto dovrebbero rimanere dove stanno se vogliono proseguire indossare il burqua ed essere violenti nei confronti delle donne ,1
l difesa che avremo sar la bomba atomica ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
muslims ever done us ,0
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
les musulmans ne sont pas tolrants aux autres religions ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
jihadi bride wants return uk isis defeated gave rights joined terrorists let rot camp raqqa ,1
musulmans retournez dans votre pays ,0
veiled women work locked home ,1
muslims incompatible western society ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
le voile islamique est la dmonstration d islam politique ,0
appears cannot criticize islam cult encourages wars takes host nations means justified scriptures critisize intolerant biased sexist chauvinist ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
l est une religion de guerre nous devons tous le combattre ,0
l c bien l c mal ,0
veiled women work locked home ,1
veil attack me ,0
white women converted islam saddest selfish persons encounter praise happily islam beliefs become part sisterhood tollerance understanding know situation women pakistan islamic states ,1
since suicide bombings committed muslim one handle fact global terrorism ,1
vengono nel nostro paese e prendono il nostro posto dovrebbero rimanere dove stanno se vogliono proseguire indossare il burqua ed essere violenti nei confronti delle donne ,1
ecco gli animali ,0
islamic veil demonstration political islam ,0
